Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;industry;Summary Quote
EVC;Entravision Communications Corporation;5.92;521288879.68;n/a;2000;Consumer Services;Broadcasting;http://www.nasdaq.com/symbol/evc
ENV;Envestnet, Inc;43.74;1478410425.36;n/a;2010;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/env
EVHC;Envision Healthcare Holdings, Inc.;32.88;5930989258.8;n/a;2013;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/evhc
ENZ;Enzo Biochem, Inc.;2.81;116187880;n/a;n/a;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/enz
EOG;EOG Resources, Inc.;167.22;45646829501.22;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/eog
EPE;EP Energy Corporation;18;0;n/a;2014;n/a;n/a;http://www.nasdaq.com/symbol/epe
EPAM;EPAM Systems, Inc.;41.84;1945675938.64;n/a;2012;Technology;EDP Services;http://www.nasdaq.com/symbol/epam
EPL;EPL Oil & Gas, Inc.;27.6;1078702502.4;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/epl
EPR;EPR Properties;51.41;2655479753.21;n/a;1997;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/epr
EPR^C;EPR Properties;20.876;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/epr^c
EPR^E;EPR Properties;29.55;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/epr^e
EPR^F;EPR Properties;21.07;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/epr^f
EQT;EQT Corporation;91.09;13728746673.92;n/a;n/a;Public Utilities;Oil & Gas Production;http://www.nasdaq.com/symbol/eqt
EQM;EQT Midstream Partners, LP;62.13;2970349560.6;n/a;2012;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/eqm
EQU;Equal Energy Ltd.;5.29;188470019.87;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/equ
EFX;Equifax, Inc.;68.87;8380481280.31;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/efx
ELS;Equity Lifestyle Properties, Inc.;38.1;3174815773.8;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/els
ELS^C;Equity Lifestyle Properties, Inc.;23.6499;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/els^c
EQY;Equity One, Inc.;22.75;2716270306.75;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/eqy
EQR;Equity Residential;53.86;19411723102.72;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/eqr
EQS;Equus Total Return, Inc.;1.99;21017675.54;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/eqs
ERA;Era Group, Inc.;29.55;596591510.1;n/a;n/a;Transportation;Transportation Services;http://www.nasdaq.com/symbol/era
EROS;Eros International PLC;9.69;422413485.87;n/a;2013;Consumer Services;Movies/Entertainment;http://www.nasdaq.com/symbol/eros
ESE;ESCO Technologies Inc.;35.47;939612324.33;n/a;n/a;Consumer Durables;Telecommunications Equipment;http://www.nasdaq.com/symbol/ese
ESNT;Essent Group Ltd.;24.75;2140743156.75;n/a;2013;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/esnt
ESS;Essex Property Trust, Inc.;153.12;5824242895.68;n/a;1994;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/ess
ESS^H;Essex Property Trust, Inc.;25.6206;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ess^h
EL;Estee Lauder Companies, Inc. (The);69.85;27098537376.35;n/a;1995;Consumer Non-Durables;Package Goods/Cosmetics;http://www.nasdaq.com/symbol/el
ESL;Esterline Technologies Corporation;107.29;3399385157.78;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/esl
DEG;"Etablissements Delhaize Freres et Cie &quot;Le Lion&quot; S.A.";66.4;6721454274.4;n/a;n/a;Consumer Services;Food Chains;http://www.nasdaq.com/symbol/deg
ETH;Ethan Allen Interiors Inc.;25.81;746285851.81;n/a;1993;Consumer Durables;Home Furnishings;http://www.nasdaq.com/symbol/eth
EEA;European Equity Fund, Inc. (The);8.88;88021739.04;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/eea
EVER;EverBank Financial Corp.;17.4;2132588631;n/a;2012;Finance;Savings Institutions;http://www.nasdaq.com/symbol/ever
EVER^A;EverBank Financial Corp.;22.7761;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ever^a
EVR;Evercore Partners Inc;57.68;1892708866.72;n/a;2006;Finance;Investment Managers;http://www.nasdaq.com/symbol/evr
RE;Everest Re Group, Ltd.;146.27;7006643531.21;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/re
EVTC;Evertec, Inc.;24.46;2005145214.46;n/a;2013;Technology;EDP Services;http://www.nasdaq.com/symbol/evtc
EVGN;Evogene Ltd.;17.93;447591359.38;n/a;2013;Basic Industries;Agricultural Chemicals;http://www.nasdaq.com/symbol/evgn
EXAM;ExamWorks Group, Inc.;30.39;1106601676.11;n/a;2010;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/exam
EXAR;Exar Corporation;12.23;581040084.3;n/a;1985;Technology;Semiconductors;http://www.nasdaq.com/symbol/exar
EXL;Excel Trust, Inc.;11.21;540016785.33;n/a;2010;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/exl
EXL^B;Excel Trust, Inc.;25.72;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/exl^b
XCO;EXCO Resources NL;5.5;1200644159;n/a;2006;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/xco
XLS;Exelis Inc.;19.78;3735192418.28;n/a;2011;Consumer Durables;Telecommunications Equipment;http://www.nasdaq.com/symbol/xls
EXC;Exelon Corporation;28.1;24079001613.2;n/a;n/a;Public Utilities;Power Generation;http://www.nasdaq.com/symbol/exc
EXPR;Express, Inc.;17.55;1473302370.15;n/a;2010;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/expr
STAY;Extended Stay America, Inc.;24.3;4976336250;n/a;2013;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/stay
EXH;Exterran Holdings, Inc.;34.84;2295208054.88;n/a;n/a;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/exh
EXR;Extra Space Storage Inc;44.65;4967468507.1;n/a;2004;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/exr
XOM;Exxon Mobil Corporation;95.65;417848343726.55;n/a;n/a;Energy;Integrated oil Companies;http://www.nasdaq.com/symbol/xom
FNB;F.N.B. Corporation;12.18;1935005431.38;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fnb
FNB^E;F.N.B. Corporation;26.57;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fnb^e
FN;Fabrinet;18.52;643284310.48;n/a;2010;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/fn
FDS;FactSet Research Systems Inc.;104.84;4485289412.56;n/a;1996;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/fds
FICO;Fair Isaac Corporation;55.24;1925753789.68;n/a;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/fico
FDO;Family Dollar Stores, Inc.;63.14;7183005291;n/a;n/a;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/fdo
FFG;FBL Financial Group, Inc.;38.99;963910312.12;n/a;1996;Finance;Life Insurance;http://www.nasdaq.com/symbol/ffg
AGM;Federal Agricultural Mortgage Corporation;31.66;295487845.6;n/a;n/a;Finance;Finance Companies;http://www.nasdaq.com/symbol/agm
AGM/A;Federal Agricultural Mortgage Corporation;26.3;0;n/a;n/a;Finance;Finance Companies;http://www.nasdaq.com/symbol/agm/a
AGM^A;Federal Agricultural Mortgage Corporation;20.09;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/agm^a
FRT;Federal Realty Investment Trust;108.28;7042634715.68;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/frt
FSS;Federal Signal Corporation;13;814767096;n/a;n/a;Capital Goods;Auto Manufacturing;http://www.nasdaq.com/symbol/fss
FTT;Federated Enhanced Treasury Income Fund;13.05;116914793.4;n/a;2010;n/a;n/a;http://www.nasdaq.com/symbol/ftt
FII;Federated Investors, Inc.;27.62;2888903432.02;n/a;1998;Finance;Investment Managers;http://www.nasdaq.com/symbol/fii
FPT;Federated Premier Intermediate Municipal Income Fund;12.57;87766681.38;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/fpt
FMN;Federated Premier Municipal Income Fund;14.16;87554975.76;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/fmn
FDX;FedEx Corporation;134.34;41944733969.88;n/a;n/a;Transportation;Air Freight/Delivery Services;http://www.nasdaq.com/symbol/fdx
FCH;FelCor Lodging Trust Incorporated;8.24;1022795150;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/fch
FCH^A;FelCor Lodging Trust Incorporated;24.18;0;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/fch^a
FCH^C;FelCor Lodging Trust Incorporated;24.6772;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fch^c
FGP;Ferrellgas Partners, L.P.;25.01;1979401919.19;n/a;1994;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/fgp
FOE;Ferro Corporation;12.66;1096374926.7;n/a;n/a;Basic Industries;Paints/Coatings;http://www.nasdaq.com/symbol/foe
FBR;Fibria Celulose S.A.;10.72;5938880000;n/a;1997;Basic Industries;Paper;http://www.nasdaq.com/symbol/fbr
FGL;Fidelity and Guaranty Life;19.79;1123082500;n/a;2013;n/a;n/a;http://www.nasdaq.com/symbol/fgl
FNF;Fidelity National Financial, Inc.;30.03;7420623210;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/fnf
FIS;Fidelity National Information Services, Inc.;50.96;14836129373.52;n/a;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/fis
FMO;Fiduciary/Claymore MLP Opportunity Fund;25.51;828848088.55;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/fmo
FNP;Fifth & Pacific Companies, Inc.;28.2;3461375413.8;n/a;n/a;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/fnp
FSCE;Fifth Street Finance Corp.;23.02;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fsce
FAC;First Acceptance Corporation;2.67;109381249.2;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/fac
FAF;First American Corporation (The);25.92;2739789152.64;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/faf
FBP;First BanCorp.;5.13;1062254510.28;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fbp
FBS^A;First Banks, Inc.;31.01;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fbs^a
FCF;First Commonwealth Financial Corporation;8.26;786766775.9;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fcf
FHN;First Horizon National Corporation;11.83;2795761304.7;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fhn
FHN^A;First Horizon National Corporation;21.8248;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fhn^a
FR;First Industrial Realty Trust, Inc.;16.66;1832197661;n/a;1994;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/fr
AG;First Majestic Silver Corp.;10.48;1229041863.76;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/ag
FMD;First Marblehead Corporation (The);6.32;71305248.32;n/a;2003;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/fmd
FNFG^B;First Niagara Financial Group Inc.;28.58;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fnfg^b
FPO;First Potomac Realty Trust;12.83;753141938.56;n/a;2003;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/fpo
FPO^A;First Potomac Realty Trust;25.15;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fpo^a
FRC;FIRST REPUBLIC BANK;49.45;6506502825.6;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/frc
FRC^A;FIRST REPUBLIC BANK;24.854;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/frc^a
FRC^B;FIRST REPUBLIC BANK;23.298;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/frc^b
FRC^C;FIRST REPUBLIC BANK;20.94;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/frc^c
FRC^D;FIRST REPUBLIC BANK;20.41;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/frc^d
FRC^E;FIRST REPUBLIC BANK;25.55;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/frc^e
FFA;First Trust;13;259651132;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/ffa
FMY;First Trust;15.9599;67240894.0885;n/a;2005;n/a;n/a;http://www.nasdaq.com/symbol/fmy
FAV;First Trust Dividend and Income Fund;8.38;69214752.46;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fav
FIF;First Trust Energy Infrastructure Fund;20.22;354865771.92;n/a;2011;n/a;n/a;http://www.nasdaq.com/symbol/fif
FSD;First Trust High Income Long Short Fund;17.56;633146152.04;n/a;2010;n/a;n/a;http://www.nasdaq.com/symbol/fsd
FPF;First Trust Intermediate Duration Preferred & Income Fund;21.1;0;n/a;2013;n/a;n/a;http://www.nasdaq.com/symbol/fpf
FEI           ;First Trust MLP and Energy Income Fund;19.33;878344645.82;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/fei           
FCT;First Trust Senior Floating Rate Income Fund II;14.54;388025839.36;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/fct
FGB;First Trust Specialty Finance and Financial Opportunities Fund;7.98;113978459.7;n/a;2007;n/a;n/a;http://www.nasdaq.com/symbol/fgb
FHY;First Trust Strategic High Income Fund II;15.91;134580605.79;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fhy
FEO;First Trust/Aberdeen Emerging Opportunity Fund;17.3;102160582.8;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/feo
FAM;First Trust/Aberdeen Global Opportunity Income Fund;14;243608708;n/a;2006;n/a;n/a;http://www.nasdaq.com/symbol/fam
FE;FirstEnergy Corporation;30.55;12776912477.55;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/fe
FMER^A;FirstMerit Corporation;21.361;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fmer^a
OAKS;Five Oaks Investment Corp.;11.15;82390137.5;n/a;2013;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/oaks
OAKS^A;Five Oaks Investment Corp.;24.5999;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/oaks^a
FVE;Five Star Quality Care, Inc.;5.66;273216814.52;n/a;n/a;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/fve
FBC;Flagstar Bancorp, Inc.;21.07;1182511799.63;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/fbc
DFP;Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.;20.78;0;n/a;2013;n/a;n/a;http://www.nasdaq.com/symbol/dfp
PFD;Flaherty & Crumrine Preferred Income Fund Incorporated;12.55;137357955.35;n/a;1991;n/a;n/a;http://www.nasdaq.com/symbol/pfd
PFO;Flaherty & Crumrine Preferred Income Opportunity Fund Inc;10.2799;125808644.0886;n/a;1992;n/a;n/a;http://www.nasdaq.com/symbol/pfo
FFC;Flaherty & Crumrine Preferred Securities Income Fund Inc;17.93;777197617.02;n/a;2003;n/a;n/a;http://www.nasdaq.com/symbol/ffc
FLC;Flaherty & Crumrine Total Return Fund Inc;18.75;185342606.25;n/a;2003;n/a;n/a;http://www.nasdaq.com/symbol/flc
FLT;FleetCor Technologies, Inc.;106.19;8733949100.8;n/a;2010;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/flt
FLTX;Fleetmatics Group PLC;39.19;1444438449.18;n/a;2012;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/fltx
FTK;Flotek Industries, Inc.;19.77;1021021037.13;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/ftk
FLO;Flowers Foods, Inc.;21.51;4485405445.2;n/a;n/a;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/flo
FLS;Flowserve Corporation;74.02;10323466068.08;n/a;n/a;Capital Goods;Fluid Controls;http://www.nasdaq.com/symbol/fls
FLR;Fluor Corporation;77.46;12653289220.14;n/a;n/a;Basic Industries;Military/Government/Technical;http://www.nasdaq.com/symbol/flr
FLY;Fly Leasing Limited;15.5;640248239;n/a;2007;n/a;n/a;http://www.nasdaq.com/symbol/fly
FMC;FMC Corporation;71.67;9551736757.83;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/fmc
FTI;FMC Technologies, Inc.;49.19;11637789938.27;n/a;n/a;Energy;Metal Fabrications;http://www.nasdaq.com/symbol/fti
FMX;Fomento Economico Mexicano S.A.B. de C.V.;90.3;32311383218.1;n/a;n/a;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/fmx
FL;Foot Locker, Inc.;38.18;5602497119.9;n/a;n/a;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/fl
F;Ford Motor Company;15.72;60892749817.68;n/a;n/a;Capital Goods;Auto Manufacturing;http://www.nasdaq.com/symbol/f
FCE/A;Forest City Enterprises Inc;17.95;0;n/a;n/a;Consumer Services;Building operators;http://www.nasdaq.com/symbol/fce/a
FCE/B;Forest City Enterprises Inc;17.94;0;n/a;n/a;Consumer Services;Building operators;http://www.nasdaq.com/symbol/fce/b
FRX;Forest Laboratories, Inc.;66.1;17807897223;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/frx
FST;Forest Oil Corporation;3.28;392498225.04;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/fst
FOR;Forestar Group Inc;20.47;711300280.22;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/for
FDI;Fort Dearborn Income Securities, Inc.;14.26;125140982.9;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fdi
FRF;Fortegra Financial Corporation;8;157315656;n/a;2010;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/frf
FIG;Fortress Investment Group LLC;8.4;4108466628;n/a;2007;Finance;Investment Managers;http://www.nasdaq.com/symbol/fig
FSM;Fortuna Silver Mines Inc.;3.6;453506277.6;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/fsm
FBHS;Fortune Brands Home & Security, Inc.;46.39;7710715844.77;n/a;n/a;Basic Industries;Homebuilding;http://www.nasdaq.com/symbol/fbhs
FET;Forum Energy Technologies, Inc.;25.43;2355779966.04;n/a;2012;Energy;Metal Fabrications;http://www.nasdaq.com/symbol/fet
FNV;Franco-Nevada Corporation;46.57;6851117421.72;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/fnv
FC;Franklin Covey Company;19.98;333670835.16;n/a;n/a;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/fc
BEN;Franklin Resources, Inc.;53.69;33876610444.95;n/a;n/a;Finance;Investment Managers;http://www.nasdaq.com/symbol/ben
FT;Franklin Universal Trust;6.971;175194433.074;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ft
FI;"Frank&#39;s International N.V.";23.07;3541798680;n/a;2013;Energy;Oilfield Services/Equipment;http://www.nasdaq.com/symbol/fi
FCX;Freeport-McMoran Copper & Gold, Inc.;32.56;33802331911.92;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/fcx
FSL;Freescale Semiconductor, Ltd.;15.3;3945250365.3;n/a;2011;Technology;Semiconductors;http://www.nasdaq.com/symbol/fsl
FMS;Fresenius Medical Care Corporation;36.48;21944074575.36;n/a;n/a;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/fms
FDP;Fresh Del Monte Produce, Inc.;27.06;1518488325.42;n/a;1997;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/fdp
FRO;Frontline Ltd.;4.36;343758034.96;n/a;n/a;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/fro
FCN;FTI Consulting, Inc.;37.8;1520227812.6;n/a;n/a;Consumer Services;Professional Services;http://www.nasdaq.com/symbol/fcn
FRM;Furmanite Corporation;11.48;430387105.68;n/a;n/a;Basic Industries;Engineering & Construction;http://www.nasdaq.com/symbol/frm
FIO;Fusion-io, Inc.;10.54;1111768770.32;n/a;2011;Technology;Electronic Components;http://www.nasdaq.com/symbol/fio
FF;FutureFuel Corp.;16.27;705187844.1;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/ff
FXCM;FXCM Inc.;16.35;711333335.1;n/a;2010;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/fxcm
GCV;Gabelli Convertible and Income Securities Fund, Inc. (The);6.03;82540044.99;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gcv
GCV^B;Gabelli Convertible and Income Securities Fund, Inc. (The);25.08;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gcv^b
GDV;Gabelli Dividend;21.23;1758432474.37;n/a;2003;n/a;n/a;http://www.nasdaq.com/symbol/gdv
GDV^A;Gabelli Dividend;25.03;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gdv^a
GDV^D;Gabelli Dividend;25.2501;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gdv^d
GAB;Gabelli Equity Trust, Inc. (The);7.62;1430395767.6;n/a;1986;n/a;n/a;http://www.nasdaq.com/symbol/gab
GAB^D;Gabelli Equity Trust, Inc. (The);24.99;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gab^d
GAB^G;Gabelli Equity Trust, Inc. (The);21.71;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gab^g
GAB^H;Gabelli Equity Trust, Inc. (The);21.64;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gab^h
GGT;Gabelli Multi-Media Trust Inc. (The);10.71;193105230.57;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ggt
GGT^B;Gabelli Multi-Media Trust Inc. (The);25.11;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ggt^b
GUT;Gabelli Utility Trust (The);6.47;266973292.2;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gut
GUT^A;Gabelli Utility Trust (The);24.47;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/gut^a
GFA;Gafisa SA;2.77;603249492;n/a;2007;Basic Industries;Homebuilding;http://www.nasdaq.com/symbol/gfa
GCAP;GAIN Capital Holdings, Inc.;8.96;354906074.88;n/a;2010;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/gcap
GBL;Gamco Investors, Inc.;83.23;2164880798.29;n/a;1999;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/gbl
GNT;GAMCO Natural Resources, Gold & Income Tust by Gabelli;10.15;212482881.1;n/a;2005;n/a;n/a;http://www.nasdaq.com/symbol/gnt
GME;Gamestop Corporation;36.05;4174977068.85;n/a;2002;Consumer Services;Electronics Distribution;http://www.nasdaq.com/symbol/gme
GCI;Gannett Co., Inc.;27.75;6324051146.25;n/a;n/a;Consumer Services;Newspapers/Magazines;http://www.nasdaq.com/symbol/gci
GPS;Gap, Inc. (The);36.87;16553700912.87;n/a;n/a;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/gps
